Time Stamp,Voltage,Current,Temperature,Capacity
2018-10-26 10:01:00,4.12008,-0.15069,23.97615,-0.08364
2018-10-26 10:02:00,4.11907,-0.15069,23.76583,-0.08618
2018-10-26 10:03:00,4.11789,-0.15325,23.76583,-0.08871
2018-10-26 10:04:00,4.11688,-0.15325,23.97615,-0.09125
2018-10-26 10:05:00,4.11587,-0.15069,23.76583,-0.09379
2018-10-26 10:06:00,4.11502,-0.15069,23.76583,-0.09632
2018-10-26 10:07:00,4.11401,-0.15069,23.76583,-0.09886
2018-10-26 10:08:00,4.113,-0.15325,23.87099,-0.10139
2018-10-26 10:09:00,4.11216,-0.15069,23.87099,-0.10393
2018-10-26 10:10:00,4.11115,-0.15325,23.87099,-0.10646
2018-10-26 10:11:00,4.1103,-0.15069,23.76583,-0.109
2018-10-26 10:12:00,4.10946,-0.15069,23.87099,-0.11154
2018-10-26 10:13:00,4.10862,-0.15325,23.97615,-0.11407
2018-10-26 10:14:00,4.10794,-0.15325,23.97615,-0.1166
2018-10-26 10:15:00,4.1071,-0.15325,23.76583,-0.11915
2018-10-26 10:16:00,4.10626,-0.15325,23.76583,-0.12169
2018-10-26 10:17:00,4.10558,-0.15325,23.87099,-0.12423
2018-10-26 10:18:00,4.10474,-0.15069,24.0813,-0.12677
2018-10-26 10:19:00,4.10407,-0.15325,23.97615,-0.12931
2018-10-26 10:20:00,4.10339,-0.15325,23.76583,-0.13184
2018-10-26 10:21:00,4.10255,-0.15325,23.76583,-0.13438
2018-10-26 10:22:00,4.10204,-0.15325,24.18646,-0.13693
2018-10-26 10:23:00,4.10137,-0.15069,23.97615,-0.13947
2018-10-26 10:24:00,4.1007,-0.15325,23.66067,-0.14199
2018-10-26 10:25:00,4.10002,-0.15069,23.55551,-0.14453
2018-10-26 10:26:00,4.09935,-0.15325,23.76583,-0.14707
2018-10-26 10:27:00,4.09867,-0.15325,24.0813,-0.1496
2018-10-26 10:28:00,4.09817,-0.15325,23.97615,-0.15214
2018-10-26 10:29:00,4.09766,-0.15069,23.87099,-0.15468
2018-10-26 10:30:00,4.09699,-0.15325,23.66067,-0.15723
2018-10-26 10:31:00,4.09648,-0.15069,23.76583,-0.15976
2018-10-26 10:32:00,4.09598,-0.15069,23.76583,-0.1623
2018-10-26 10:33:00,4.0953,-0.15325,23.97615,-0.16483
2018-10-26 10:34:00,4.0948,-0.15069,23.87099,-0.16736
2018-10-26 10:35:00,4.09429,-0.15325,23.87099,-0.1699
2018-10-26 10:36:00,4.09379,-0.15069,23.76583,-0.17244
2018-10-26 10:37:00,4.09328,-0.15069,23.87099,-0.17497
2018-10-26 10:38:00,4.09277,-0.15069,23.87099,-0.1775
2018-10-26 10:39:00,4.09227,-0.15325,23.87099,-0.18002
2018-10-26 10:40:00,4.09193,-0.15325,23.87099,-0.18254
2018-10-26 10:41:00,4.09143,-0.15325,23.87099,-0.18507
2018-10-26 10:42:00,4.09092,-0.15325,23.97615,-0.18761
2018-10-26 10:43:00,4.09041,-0.15069,23.87099,-0.19015
2018-10-26 10:44:00,4.09008,-0.15325,23.97615,-0.19268
2018-10-26 10:45:00,4.08957,-0.15325,23.76583,-0.19522
2018-10-26 10:46:00,4.08923,-0.15069,23.87099,-0.19776
2018-10-26 10:47:00,4.08873,-0.15069,23.87099,-0.20029
2018-10-26 10:48:00,4.08839,-0.15069,23.87099,-0.20283
2018-10-26 10:49:00,4.08805,-0.15069,23.76583,-0.20537
2018-10-26 10:50:00,4.08755,-0.15069,23.87099,-0.2079
2018-10-26 10:51:00,4.08721,-0.15069,23.76583,-0.21044
2018-10-26 10:52:00,4.08687,-0.15069,23.87099,-0.21297
2018-10-26 10:53:00,4.08637,-0.15325,23.76583,-0.21551
2018-10-26 10:54:00,4.08603,-0.15069,23.87099,-0.21804
2018-10-26 10:55:00,4.08569,-0.15069,23.87099,-0.22058
2018-10-26 10:56:00,4.08536,-0.15325,23.87099,-0.22311
2018-10-26 10:57:00,4.08502,-0.15325,23.87099,-0.22565
2018-10-26 10:58:00,4.08451,-0.15069,23.87099,-0.22818
2018-10-26 10:59:00,4.08418,-0.15325,23.87099,-0.23072
2018-10-26 11:00:00,4.08384,-0.15069,23.76583,-0.23326
2018-10-26 11:01:00,4.08367,-0.15325,23.87099,-0.23578
2018-10-26 11:02:00,4.08317,-0.15325,23.76583,-0.23832
2018-10-26 11:03:00,4.083,-0.15069,23.76583,-0.24085
2018-10-26 11:04:00,4.08266,-0.15069,23.87099,-0.24338
2018-10-26 11:05:00,4.08232,-0.15325,23.76583,-0.24591
2018-10-26 11:06:00,4.08199,-0.15325,23.76583,-0.24844
2018-10-26 11:07:00,4.08165,-0.15325,23.87099,-0.25098
2018-10-26 11:08:00,4.08131,-0.15069,23.87099,-0.25351
2018-10-26 11:09:00,4.08098,-0.15325,23.87099,-0.25605
2018-10-26 11:10:00,4.08064,-0.15069,23.76583,-0.25857
2018-10-26 11:11:00,4.0803,-0.15325,23.87099,-0.26109
2018-10-26 11:12:00,4.07996,-0.15069,23.87099,-0.26361
2018-10-26 11:13:00,4.0798,-0.15069,23.97615,-0.26615
2018-10-26 11:14:00,4.07946,-0.15069,23.97615,-0.26868
2018-10-26 11:15:00,4.07912,-0.15069,23.76583,-0.27121
2018-10-26 11:16:00,4.07878,-0.15325,23.76583,-0.27374
2018-10-26 11:17:00,4.07862,-0.15069,23.97615,-0.27629
2018-10-26 11:18:00,4.07828,-0.15069,24.18646,-0.27883
2018-10-26 11:19:00,4.07794,-0.15069,23.66067,-0.28137
2018-10-26 11:20:00,4.07777,-0.15069,23.66067,-0.28391
2018-10-26 11:21:00,4.07744,-0.15325,23.97615,-0.28645
2018-10-26 11:22:00,4.0771,-0.15069,24.0813,-0.28898
2018-10-26 11:23:00,4.07693,-0.15069,23.87099,-0.29151
2018-10-26 11:24:00,4.07659,-0.15325,23.55551,-0.29404
2018-10-26 11:25:00,4.07626,-0.15069,23.66067,-0.29657
2018-10-26 11:26:00,4.07609,-0.15069,23.87099,-0.29911
2018-10-26 11:27:00,4.07575,-0.15325,24.0813,-0.30165
2018-10-26 11:28:00,4.07558,-0.15069,23.97615,-0.30418
2018-10-26 11:29:00,4.07524,-0.15069,23.87099,-0.30672
2018-10-26 11:30:00,4.07491,-0.15325,23.55551,-0.30925
2018-10-26 11:31:00,4.07457,-0.15325,23.66067,-0.31178
2018-10-26 11:32:00,4.0744,-0.15325,23.76583,-0.31432
2018-10-26 11:33:00,4.07406,-0.15069,23.97615,-0.31686
2018-10-26 11:34:00,4.07373,-0.15069,23.97615,-0.31939
2018-10-26 11:35:00,4.07356,-0.15325,23.87099,-0.32192
2018-10-26 11:36:00,4.07322,-0.15069,23.66067,-0.32446
2018-10-26 11:37:00,4.07288,-0.15325,23.76583,-0.32699
2018-10-26 11:38:00,4.07255,-0.15069,23.76583,-0.32953
2018-10-26 11:39:00,4.07238,-0.15069,23.87099,-0.33207
2018-10-26 11:40:00,4.07204,-0.15325,23.97615,-0.3346
2018-10-26 11:41:00,4.0717,-0.15325,23.97615,-0.33713
2018-10-26 11:42:00,4.07137,-0.15325,23.87099,-0.33967
2018-10-26 11:43:00,4.0712,-0.15069,23.87099,-0.34221
2018-10-26 11:44:00,4.07086,-0.15325,23.87099,-0.34474
2018-10-26 11:45:00,4.07052,-0.15069,23.87099,-0.34728
2018-10-26 11:46:00,4.07019,-0.15325,23.76583,-0.34982
2018-10-26 11:47:00,4.06985,-0.15325,23.87099,-0.35236
2018-10-26 11:48:00,4.06951,-0.15325,23.87099,-0.35489
2018-10-26 11:49:00,4.06918,-0.15325,23.87099,-0.35742
2018-10-26 11:50:00,4.06884,-0.15069,23.87099,-0.35996
2018-10-26 11:51:00,4.0685,-0.15069,23.87099,-0.36249
2018-10-26 11:52:00,4.06816,-0.15069,23.87099,-0.36502
2018-10-26 11:53:00,4.06783,-0.15325,23.87099,-0.36756
2018-10-26 11:54:00,4.06749,-0.15325,23.97615,-0.3701
2018-10-26 11:55:00,4.06715,-0.15325,23.87099,-0.37263
2018-10-26 11:56:00,4.06682,-0.15069,23.87099,-0.37517
2018-10-26 11:57:00,4.06631,-0.15325,23.97615,-0.37772
2018-10-26 11:58:00,4.06597,-0.15069,23.87099,-0.38025
2018-10-26 11:59:00,4.06564,-0.15325,23.87099,-0.38278
2018-10-26 12:00:00,4.06513,-0.15325,23.87099,-0.38532
2018-10-26 12:01:00,4.06479,-0.15325,23.97615,-0.38786
2018-10-26 12:02:00,4.06429,-0.15325,23.87099,-0.39039
2018-10-26 12:03:00,4.06395,-0.15069,23.76583,-0.39293
2018-10-26 12:04:00,4.06344,-0.15069,23.87099,-0.39546
2018-10-26 12:05:00,4.06294,-0.15069,24.0813,-0.398
2018-10-26 12:06:00,4.0626,-0.15325,23.97615,-0.40053
2018-10-26 12:07:00,4.0621,-0.15069,23.87099,-0.40307
2018-10-26 12:08:00,4.06159,-0.15069,23.66067,-0.4056
2018-10-26 12:09:00,4.06109,-0.15069,23.76583,-0.40814
2018-10-26 12:10:00,4.06058,-0.15069,24.0813,-0.41068
2018-10-26 12:11:00,4.06007,-0.15325,23.97615,-0.41321
2018-10-26 12:12:00,4.0594,-0.15325,23.87099,-0.41576
2018-10-26 12:13:00,4.05889,-0.15069,23.66067,-0.4183
2018-10-26 12:14:00,4.05839,-0.15069,23.87099,-0.42084
2018-10-26 12:15:00,4.05771,-0.15325,24.0813,-0.42337
2018-10-26 12:16:00,4.05721,-0.15069,23.97615,-0.42591
2018-10-26 12:17:00,4.05653,-0.15325,23.66067,-0.42844
2018-10-26 12:18:00,4.05603,-0.15069,23.87099,-0.43098
2018-10-26 12:19:00,4.05535,-0.15325,24.18646,-0.43353
2018-10-26 12:20:00,4.05468,-0.15325,23.66067,-0.43606
2018-10-26 12:21:00,4.05401,-0.15325,23.55551,-0.43859
2018-10-26 12:22:00,4.0535,-0.15325,24.0813,-0.44113
2018-10-26 12:23:00,4.05283,-0.15069,24.18646,-0.44367
2018-10-26 12:24:00,4.05215,-0.15325,23.76583,-0.4462
2018-10-26 12:25:00,4.05131,-0.15325,23.55551,-0.44874
2018-10-26 12:26:00,4.05063,-0.15325,23.97615,-0.45128
2018-10-26 12:27:00,4.04996,-0.15069,24.0813,-0.45382
2018-10-26 12:28:00,4.04929,-0.15325,24.0813,-0.45635
2018-10-26 12:29:00,4.04861,-0.15325,23.97615,-0.45889
2018-10-26 12:30:00,4.04777,-0.15325,23.87099,-0.46142
2018-10-26 12:31:00,4.04709,-0.15069,23.66067,-0.46395
2018-10-26 12:32:00,4.04642,-0.15325,23.76583,-0.46649
2018-10-26 12:33:00,4.04558,-0.15069,23.87099,-0.46903
2018-10-26 12:34:00,4.0449,-0.15325,23.87099,-0.47156
2018-10-26 12:35:00,4.04406,-0.15325,23.97615,-0.47409
2018-10-26 12:36:00,4.04322,-0.15069,23.87099,-0.47663
2018-10-26 12:37:00,4.04254,-0.15325,23.87099,-0.47917
2018-10-26 12:38:00,4.0417,-0.15325,23.87099,-0.48171
2018-10-26 12:39:00,4.04086,-0.15325,23.87099,-0.48424
2018-10-26 12:40:00,4.04018,-0.15069,23.87099,-0.48678
2018-10-26 12:41:00,4.03934,-0.15325,23.97615,-0.48932
2018-10-26 12:42:00,4.0385,-0.15069,23.87099,-0.49185
2018-10-26 12:43:00,4.03766,-0.15325,23.87099,-0.49438
2018-10-26 12:44:00,4.03681,-0.15325,23.87099,-0.49692
2018-10-26 12:45:00,4.03597,-0.15325,23.97615,-0.49946
2018-10-26 12:46:00,4.03513,-0.15069,23.97615,-0.50199
2018-10-26 12:47:00,4.03428,-0.15069,23.87099,-0.50453
2018-10-26 12:48:00,4.03344,-0.15325,23.97615,-0.50707
2018-10-26 12:49:00,4.0326,-0.15069,23.97615,-0.50961
2018-10-26 12:50:00,4.03176,-0.15069,23.87099,-0.51215
2018-10-26 12:51:00,4.03091,-0.15325,23.87099,-0.5147
2018-10-26 12:52:00,4.03007,-0.15069,23.97615,-0.51724
2018-10-26 12:53:00,4.02906,-0.15325,23.87099,-0.51977
2018-10-26 12:54:00,4.02822,-0.15325,23.87099,-0.52231
2018-10-26 12:55:00,4.02737,-0.15069,23.97615,-0.52484
2018-10-26 12:56:00,4.02653,-0.15325,23.87099,-0.52738
2018-10-26 12:57:00,4.02552,-0.15325,23.87099,-0.52991
2018-10-26 12:58:00,4.02468,-0.15325,23.87099,-0.53245
2018-10-26 12:59:00,4.02383,-0.15325,23.87099,-0.53499
2018-10-26 13:00:00,4.02282,-0.15069,23.87099,-0.53752
2018-10-26 13:01:00,4.02198,-0.15325,23.97615,-0.54007
2018-10-26 13:02:00,4.02097,-0.15325,23.87099,-0.5426
2018-10-26 13:03:00,4.02013,-0.15325,23.97615,-0.54514
2018-10-26 13:04:00,4.01911,-0.15325,23.87099,-0.54767
2018-10-26 13:05:00,4.01827,-0.15069,23.87099,-0.55021
2018-10-26 13:06:00,4.01743,-0.15325,23.87099,-0.55275
2018-10-26 13:07:00,4.01642,-0.15069,23.87099,-0.55528
2018-10-26 13:08:00,4.01541,-0.15069,23.87099,-0.55782
2018-10-26 13:09:00,4.01456,-0.15325,23.97615,-0.56036
2018-10-26 13:10:00,4.01355,-0.15325,23.97615,-0.56289
2018-10-26 13:11:00,4.01271,-0.15325,23.97615,-0.56543
2018-10-26 13:12:00,4.0117,-0.15325,23.87099,-0.56797
2018-10-26 13:13:00,4.01085,-0.15325,23.87099,-0.57051
2018-10-26 13:14:00,4.00984,-0.15325,23.97615,-0.57304
2018-10-26 13:15:00,4.00883,-0.15069,23.87099,-0.57558
2018-10-26 13:16:00,4.00799,-0.15325,23.87099,-0.57811
2018-10-26 13:17:00,4.00698,-0.15069,23.87099,-0.58065
2018-10-26 13:18:00,4.00597,-0.15069,23.87099,-0.58318
2018-10-26 13:19:00,4.00496,-0.15325,23.87099,-0.58572
2018-10-26 13:20:00,4.00411,-0.15069,23.76583,-0.58825
2018-10-26 13:21:00,4.0031,-0.15325,23.87099,-0.59079
2018-10-26 13:22:00,4.00209,-0.15069,23.87099,-0.59333
2018-10-26 13:23:00,4.00125,-0.15325,23.87099,-0.59587
2018-10-26 13:24:00,4.00024,-0.15325,23.97615,-0.5984
2018-10-26 13:25:00,3.99922,-0.15325,23.97615,-0.60094
2018-10-26 13:26:00,3.99838,-0.15325,23.87099,-0.60347
2018-10-26 13:27:00,3.99737,-0.15069,23.87099,-0.60601
2018-10-26 13:28:00,3.99636,-0.15069,23.97615,-0.60854
2018-10-26 13:29:00,3.99535,-0.15325,23.87099,-0.61108
2018-10-26 13:30:00,3.99417,-0.15069,23.97615,-0.61361
2018-10-26 13:31:00,3.99349,-0.15325,23.87099,-0.61615
2018-10-26 13:32:00,3.99248,-0.15069,23.97615,-0.61868
2018-10-26 13:33:00,3.99147,-0.15325,23.87099,-0.62121
2018-10-26 13:34:00,3.99063,-0.15325,23.87099,-0.62375
2018-10-26 13:35:00,3.98962,-0.15325,23.87099,-0.62629
2018-10-26 13:36:00,3.98877,-0.15069,23.87099,-0.62882
2018-10-26 13:37:00,3.98776,-0.15325,23.97615,-0.63136
2018-10-26 13:38:00,3.98675,-0.15325,23.87099,-0.6339
2018-10-26 13:39:00,3.98574,-0.15069,23.87099,-0.63643
2018-10-26 13:40:00,3.9849,-0.15325,23.97615,-0.63897
2018-10-26 13:41:00,3.98389,-0.15069,23.87099,-0.6415
2018-10-26 13:42:00,3.98287,-0.15325,23.87099,-0.64404
2018-10-26 13:43:00,3.98186,-0.15325,23.87099,-0.64657
2018-10-26 13:44:00,3.98102,-0.15069,23.97615,-0.64911
2018-10-26 13:45:00,3.98001,-0.15325,23.97615,-0.65165
2018-10-26 13:46:00,3.97917,-0.15325,23.87099,-0.65417
2018-10-26 13:47:00,3.97815,-0.15069,23.97615,-0.65671
2018-10-26 13:48:00,3.97731,-0.15325,23.87099,-0.65925
2018-10-26 13:49:00,3.9763,-0.15325,23.87099,-0.66178
2018-10-26 13:50:00,3.97529,-0.15325,23.87099,-0.66432
2018-10-26 13:51:00,3.97445,-0.15069,23.87099,-0.66686
2018-10-26 13:52:00,3.97343,-0.15069,23.87099,-0.66939
2018-10-26 13:53:00,3.97242,-0.15325,23.87099,-0.67193
2018-10-26 13:54:00,3.97158,-0.15325,23.76583,-0.67447
2018-10-26 13:55:00,3.97057,-0.15069,23.76583,-0.67701
2018-10-26 13:56:00,3.96973,-0.15069,23.87099,-0.67955
2018-10-26 13:57:00,3.96871,-0.15069,23.87099,-0.68208
2018-10-26 13:58:00,3.96787,-0.15325,23.97615,-0.68461
2018-10-26 13:59:00,3.96686,-0.15325,23.87099,-0.68714
2018-10-26 14:00:00,3.96602,-0.15069,23.87099,-0.68968
2018-10-26 14:01:00,3.96501,-0.15325,23.87099,-0.69221
2018-10-26 14:02:00,3.96416,-0.15325,23.87099,-0.69474
2018-10-26 14:03:00,3.96332,-0.15325,23.87099,-0.69728
2018-10-26 14:04:00,3.96231,-0.15325,23.87099,-0.69982
2018-10-26 14:05:00,3.96147,-0.15069,23.97615,-0.70236
2018-10-26 14:06:00,3.96046,-0.15325,23.87099,-0.70489
2018-10-26 14:07:00,3.95961,-0.15325,23.87099,-0.70743
2018-10-26 14:08:00,3.95877,-0.15069,23.87099,-0.70996
2018-10-26 14:09:00,3.95776,-0.15325,23.87099,-0.71249
2018-10-26 14:10:00,3.95692,-0.15325,23.87099,-0.71502
2018-10-26 14:11:00,3.95607,-0.15069,23.87099,-0.71755
2018-10-26 14:12:00,3.95523,-0.15325,23.87099,-0.72009
2018-10-26 14:13:00,3.95439,-0.15069,23.76583,-0.72262
2018-10-26 14:14:00,3.95338,-0.15069,23.87099,-0.72516
2018-10-26 14:15:00,3.95253,-0.15325,23.97615,-0.7277
2018-10-26 14:16:00,3.95152,-0.15069,23.87099,-0.73024
2018-10-26 14:17:00,3.95068,-0.15069,23.76583,-0.73277
2018-10-26 14:18:00,3.94984,-0.15325,23.76583,-0.73531
2018-10-26 14:19:00,3.94899,-0.15069,23.97615,-0.73784
2018-10-26 14:20:00,3.94815,-0.15325,23.87099,-0.74038
2018-10-26 14:21:00,3.94731,-0.15069,23.76583,-0.74292
2018-10-26 14:22:00,3.94647,-0.15325,23.76583,-0.74546
2018-10-26 14:23:00,3.94562,-0.15325,23.97615,-0.748
2018-10-26 14:24:00,3.94478,-0.15069,23.97615,-0.75054
2018-10-26 14:25:00,3.94394,-0.15325,23.76583,-0.75307
2018-10-26 14:26:00,3.94309,-0.15069,23.76583,-0.75561
2018-10-26 14:27:00,3.94225,-0.15325,23.97615,-0.75814
2018-10-26 14:28:00,3.94141,-0.15325,24.0813,-0.76068
2018-10-26 14:29:00,3.94057,-0.15325,23.87099,-0.76322
2018-10-26 14:30:00,3.93972,-0.15069,23.76583,-0.76576
2018-10-26 14:31:00,3.93888,-0.15069,23.87099,-0.7683
2018-10-26 14:32:00,3.93804,-0.15069,23.97615,-0.77083
2018-10-26 14:33:00,3.93719,-0.15069,23.97615,-0.77337
2018-10-26 14:34:00,3.93652,-0.15069,23.87099,-0.7759
2018-10-26 14:35:00,3.93568,-0.15325,23.87099,-0.77844
2018-10-26 14:36:00,3.93483,-0.15325,23.87099,-0.78098
2018-10-26 14:37:00,3.93399,-0.15069,23.87099,-0.78351
2018-10-26 14:38:00,3.93315,-0.15325,23.87099,-0.78605
2018-10-26 14:39:00,3.93247,-0.15069,23.97615,-0.78858
2018-10-26 14:40:00,3.93163,-0.15069,23.87099,-0.79111
2018-10-26 14:41:00,3.93079,-0.15325,23.87099,-0.79365
2018-10-26 14:42:00,3.92995,-0.15325,23.97615,-0.79618
2018-10-26 14:43:00,3.9291,-0.15325,23.97615,-0.79872
2018-10-26 14:44:00,3.92843,-0.15325,23.87099,-0.80125
2018-10-26 14:45:00,3.92759,-0.15325,23.87099,-0.80379
2018-10-26 14:46:00,3.92674,-0.15069,23.97615,-0.80633
2018-10-26 14:47:00,3.92607,-0.15069,23.87099,-0.80887
2018-10-26 14:48:00,3.92523,-0.15069,23.76583,-0.8114
2018-10-26 14:49:00,3.92455,-0.15069,23.87099,-0.81394
2018-10-26 14:50:00,3.92371,-0.15325,23.87099,-0.81647
2018-10-26 14:51:00,3.92287,-0.15325,23.97615,-0.81901
2018-10-26 14:52:00,3.92219,-0.15325,23.87099,-0.82155
2018-10-26 14:53:00,3.92135,-0.15325,23.97615,-0.82408
2018-10-26 14:54:00,3.92068,-0.15325,23.87099,-0.82662
2018-10-26 14:55:00,3.91983,-0.15069,23.87099,-0.82916
2018-10-26 14:56:00,3.91916,-0.15069,23.87099,-0.83171
2018-10-26 14:57:00,3.91832,-0.15069,23.87099,-0.83425
2018-10-26 14:58:00,3.91764,-0.15069,23.76583,-0.83678
2018-10-26 14:59:00,3.9168,-0.15325,23.87099,-0.83932
2018-10-26 15:00:00,3.91612,-0.15325,23.87099,-0.84185
2018-10-26 15:01:00,3.91528,-0.15069,23.87099,-0.84439
2018-10-26 15:02:00,3.91444,-0.15325,23.87099,-0.84693
2018-10-26 15:03:00,3.91376,-0.15069,23.87099,-0.84946
2018-10-26 15:04:00,3.91292,-0.15325,23.97615,-0.85199
2018-10-26 15:05:00,3.91225,-0.15069,23.87099,-0.85452
2018-10-26 15:06:00,3.91157,-0.15069,23.76583,-0.85706
2018-10-26 15:07:00,3.91073,-0.15069,23.87099,-0.85959
2018-10-26 15:08:00,3.91006,-0.15325,23.87099,-0.86213
2018-10-26 15:09:00,3.90921,-0.15069,23.87099,-0.86466
2018-10-26 15:10:00,3.90854,-0.15325,23.76583,-0.86721
2018-10-26 15:11:00,3.9077,-0.15325,23.76583,-0.86976
2018-10-26 15:12:00,3.90702,-0.15325,23.87099,-0.8723
2018-10-26 15:13:00,3.90618,-0.15325,23.87099,-0.87483
2018-10-26 15:14:00,3.90551,-0.15325,23.76583,-0.87737
2018-10-26 15:15:00,3.90466,-0.15325,23.87099,-0.8799
2018-10-26 15:16:00,3.90399,-0.15325,23.87099,-0.88244
2018-10-26 15:17:00,3.90331,-0.15069,23.87099,-0.88498
2018-10-26 15:18:00,3.90247,-0.15069,23.76583,-0.88752
2018-10-26 15:19:00,3.9018,-0.15325,23.76583,-0.89005
2018-10-26 15:20:00,3.90095,-0.15069,23.87099,-0.89259
2018-10-26 15:21:00,3.90028,-0.15069,23.87099,-0.89512
2018-10-26 15:22:00,3.89944,-0.15069,23.87099,-0.89766
2018-10-26 15:23:00,3.89876,-0.15069,23.76583,-0.9002
2018-10-26 15:24:00,3.89792,-0.15325,23.76583,-0.90273
2018-10-26 15:25:00,3.89725,-0.15325,23.97615,-0.90526
2018-10-26 15:26:00,3.8964,-0.15325,23.97615,-0.9078
2018-10-26 15:27:00,3.89573,-0.15069,23.76583,-0.91034
2018-10-26 15:28:00,3.89489,-0.15325,23.76583,-0.91288
2018-10-26 15:29:00,3.89421,-0.15069,23.76583,-0.91541
2018-10-26 15:30:00,3.89337,-0.15069,23.87099,-0.91795
2018-10-26 15:31:00,3.89269,-0.15325,23.87099,-0.92049
2018-10-26 15:32:00,3.89185,-0.15325,23.76583,-0.92302
2018-10-26 15:33:00,3.89118,-0.15069,23.66067,-0.92555
2018-10-26 15:34:00,3.89034,-0.15069,23.66067,-0.92808
2018-10-26 15:35:00,3.88949,-0.15325,23.97615,-0.93062
2018-10-26 15:36:00,3.88882,-0.15069,24.0813,-0.93315
2018-10-26 15:37:00,3.88798,-0.15325,23.97615,-0.93569
2018-10-26 15:38:00,3.88713,-0.15325,23.87099,-0.93822
2018-10-26 15:39:00,3.88629,-0.15325,23.76583,-0.94076
2018-10-26 15:40:00,3.88562,-0.15069,23.66067,-0.94329
2018-10-26 15:41:00,3.88477,-0.15325,23.76583,-0.94584
2018-10-26 15:42:00,3.88393,-0.15069,24.0813,-0.94837
2018-10-26 15:43:00,3.88309,-0.15325,23.97615,-0.95091
2018-10-26 15:44:00,3.88224,-0.15325,23.97615,-0.95344
2018-10-26 15:45:00,3.88157,-0.15325,23.76583,-0.95598
2018-10-26 15:46:00,3.88073,-0.15069,23.87099,-0.95851
2018-10-26 15:47:00,3.87988,-0.15325,23.87099,-0.96105
2018-10-26 15:48:00,3.87904,-0.15325,23.97615,-0.96359
2018-10-26 15:49:00,3.87803,-0.15069,23.87099,-0.96613
2018-10-26 15:50:00,3.87719,-0.15325,23.87099,-0.96866
2018-10-26 15:51:00,3.87634,-0.15325,23.87099,-0.9712
2018-10-26 15:52:00,3.8755,-0.15069,23.87099,-0.97373
2018-10-26 15:53:00,3.87466,-0.15069,23.87099,-0.97627
2018-10-26 15:54:00,3.87365,-0.15069,23.97615,-0.9788
2018-10-26 15:55:00,3.87281,-0.15325,23.87099,-0.98134
2018-10-26 15:56:00,3.87196,-0.15325,23.76583,-0.98388
2018-10-26 15:57:00,3.87112,-0.15069,23.76583,-0.98642
2018-10-26 15:58:00,3.87011,-0.15325,23.87099,-0.98896
2018-10-26 15:59:00,3.8691,-0.15325,23.97615,-0.99149
2018-10-26 16:00:00,3.86825,-0.15069,23.87099,-0.99403
2018-10-26 16:01:00,3.86724,-0.15069,23.87099,-0.99656
2018-10-26 16:02:00,3.8664,-0.15069,23.87099,-0.99909
2018-10-26 16:03:00,3.86539,-0.15325,23.87099,-1.00163
2018-10-26 16:04:00,3.86438,-0.15325,23.87099,-1.00417
2018-10-26 16:05:00,3.86337,-0.15325,23.87099,-1.00672
2018-10-26 16:06:00,3.86235,-0.15325,23.97615,-1.00927
